,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
MLIT020,国土交通省,,"くるまの安全性を知ろう！
～衝突実験した自動車も展示するよ～",,実際に自動車アセスメントにより衝突試験を行った車両を展示し、安全性向上についてわかりやすく説明する。,,1,,,,,1,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT021,国土交通省,一般社団法人全国ハイヤー・タクシー連合会,タクシーを知ろうよ！,,公共交通機関としてのタクシーの様々なはたらきについて紹介。また、全国各地で活躍するタクシーのミニチュア展示等を通じて、タクシーを身近に感じてもらう。,,1,,,,1,1,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT022,国土交通省,,未来のバスに乗ってみよう！,,自動車による環境対策を理解してもらうため、次世代バスの試乗を行う。,,1,,,,1,1,,,,中央合同庁舎3号館1階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,10分,2017-08-02,2017-08-03,10:00,16:00,"8月2日
午前2回、午後3回
（予定）
8月3日
午後3回
（予定）",,,,1,1,1,1,1,1,,各回30名程度,不要,当日整理券配布予定,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT023,国土交通省,,遊んで学ぼう！海のこと,,クイズやペーパークラフト作り等を通じて、海や海事産業への興味・関心を高める。,,1,,,,,,1,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT024,国土交通省,,海の玄関口！！みなとを知ろう！！,,"四方を海に囲まれた日本における”みなと”の役割を知ってもらう。

・みなとの役割、港湾行政等に関するパネル展示
・パンフレット、みなとの地図の配布　等",,1,,,,,1,1,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT025,国土交通省,,知ってる？空のお仕事,,"・本格的なフライトシミュレータ体験
・パイロット、ＣＡ、航空整備士によるお仕事紹介
・航空管制官等によるお仕事紹介
・空の日のマスコット『くにまる』君と一緒に記念撮影
・航空機の部品など、航空に関する展示
",,1,1,,,,1,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,お仕事紹介30分,2017-08-02,2017-08-03,10:00,16:00,お仕事紹介1日2回,,,,,1,1,1,1,,,"ﾌﾗｲﾄｼﾐｭﾚｰﾀ各20名（抽選）

お仕事紹介各30名（整理券）",不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT026,国土交通省,,イランカラプテ「見よう！知ろう！体験しよう！アイヌの文化と遊び」,,"・展示等：伝統衣装、小物、パネルなどの展示によるアイヌ文化の紹介、
　　　　　パンレットの配布など。
・体験コーナー：民族楽器「ムックリ」の演奏、アイヌ文様の切り絵など。",,1,1,1,1,,,1,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT027,国土交通省,,地図で遊んで学ぼう！,,都道府県パズル、地図記号当てクイズを実施,,1,,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT028,国土交通省,,ツーリズムEXPOジャパン in 観光庁,,旅に関する体験を通じて、子どもたちに旅、観光の魅力を知ってもらう,,1,,,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT029,国土交通省,,海上保安庁イメージキャラクター「うみまる・うーみん」と遊ぼう！,,・３Ｄ海底地形図体験や制服試着などを通じて、未来を担う子供達に海上保安庁への興味・関心を持ってもらう。,,1,1,,,,1,1,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
JMA001,気象庁・東京管区気象台,,気象庁夏休み子ども見学デー2017,,"　・気象や地震・津波について学ぼう！
　・天気予報や地震・火山の情報を出している部屋を見 よう！
　・南極の氷に触れてみよう！
　・「はれるん」といっしょに写真をとろう！

はれるんとともに、色々な実験・体験コーナーを準備してお待ちしています。",検討中,1,1,,,1,1,1,,,気象庁1階正面玄関,気象庁,東京都千代田区大手町1-3-4,35.689621,139.761796,120分,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,1,対象は特に設けていない,,不要,,,"担当部署：気象庁総務部総務課広報室　広報係
郵便番号：100-8122
住所：東京都千代田区大手町1-3-4
代表番号：03-3212-8341（内線2117）
web：http://www.jma.go.jp/jma/kishou/info/event/event.html",無料,,,気象庁総務部総務課広報室　広報係,100-8122,東京都千代田区大手町1-3-4,03-3212-8341,,2117,,http://www.jma.go.jp/jma/kishou/info/event/event.html,
ENV001,環境省,,体験してみよう！地球にやさしいエコドライブ,,"エコドライブシミュレータ体験を通じて、普段なにげなく乗っている自動車が、温暖化ガスや大気汚染物質を排出していることを感じていただきます。
ご父兄の方にも、お子様が大切さを実感したエコドライブについて学び、かっこいいドライバーを目指していただきます。",,1,1,,,,1,,,,中央合同庁舎5号館22階第１会議室【常設会場】,中央合同庁舎5号館,東京都千代田区霞が関1-2-2,35.673016,139.753087,,2017-08-02,2017-08-03,10:30,16:00,,,,,,1,1,1,1,1,大人も体験可,,不要,,,"担当部署：環境省水・大気環境局自動車環境対策課
郵便番号：100－8975
住所：東京都千代田区霞が関1-2-2中央合同庁舎5号館
代表電話：03-3581-3351
直通電話：03-5521-8303
FAX：03-3593-1049
メール：ECODRIVE10@env.go.jp
",無料,,,環境省水・大気環境局自動車環境対策課,100-8975,東京都千代田区霞が関1-2-2中央合同庁舎5号館,03-3581-3351,03-3593-1049,,ECODRIVE10@env.go.jp,,"
直通電話：03-5521-8303"
ENV002,環境省,"一般社団法人
地球温暖化防止全国ネット",「やってみよう！おうちのエコ診断！」,,"お母さん、お父さんにおうちの電気・ガス代を聞いて、おうちのエコ度を診断してみましょう。
※1人で参加する場合は、電気・ガス代を忘れずに聞いてきてください。",,1,,,,,1,,,,中央合同庁舎5号館22階第１会議室【常設会場】,中央合同庁舎5号館,東京都千代田区霞が関1-2-2,35.673016,139.753087,約15分,2017-08-02,2017-08-03,10:00,16:00,10:00～16:00の間随時実施,,,,,,,,1,1,中学生～大人,,不要,,,"担当部署：環境省地球環境局地球温暖化対策事業室
郵便番号：100－8975
住所：東京都千代田区霞が関1-2-2中央合同庁舎5号館
代表電話：03-3581-3351
",無料,,,環境省地球環境局地球温暖化対策事業室,100-8975,東京都千代田区霞が関1-2-2中央合同庁舎5号館,03-3581-3351,,,,,
ENV003,環境省,横浜市,ごみ収集車の仕組み,ごみ収集体験,"・日本国内で一年間に処理されているごみの量やそのごみの処理方法を学ぶ。
・ごみ収集体験を行い、ごみ分別の大切さを知る。
・各市のごみ収集車のペーパークラフトを制作する。",,1,1,,,,,,,,中央合同庁舎5号館駐車場,中央合同庁舎5号館,東京都千代田区霞が関1-2-2,35.673016,139.753087,30分,2017-08-02,2017-08-03,11:30,14:30,"①11:30
②
14:00",,,,1,1,1,1,1,1,,20名程度,不要,,,"担当部署：環境省廃棄物・リサイクル対策部廃棄物対策課
郵便番号：100－8975
住所：東京都千代田区霞が関1-2-2中央合同庁舎5号館
代表電話：03-3581-3351
直通電話：03-5521-8358
FAX：03-3593-8263
メール：TAKUYA_KIRIKAWA@env.go.jp
",無料,,,環境省廃棄物・リサイクル対策部廃棄物対策課,100-8975,東京都千代田区霞が関1-2-2中央合同庁舎5号館,03-3581-3351,03-3593-8263,,TAKUYA_KIRIKAWA@env.go.jp,,直通電話：03-5521-8358
ENV004,環境省,,マングースものがたり（紙芝居）,,紙芝居でたのしく学ぼう！ハブをやっつけるために沖縄へ連れてこられた外来種マングースのものがたり,,1,,,,,1,,,,中央合同庁舎5号館19階第2会議室【イベント会場】,中央合同庁舎5号館,東京都千代田区霞が関1-2-2,35.673016,139.753087,,2017-08-03,2017-08-03,15:00,15:30,,,,,1,1,1,1,1,,,,不要,,,"担当部署：環境省自然環境局野生生物課
郵便番号：100－8975
住所：東京都千代田区霞が関1-2-2中央合同庁舎5号館
代表電話：03-3581-3351
",無料,,,環境省自然環境局野生生物課,100-8975,東京都千代田区霞が関1-2-2中央合同庁舎5号館,03-3581-3351,,,,,
ENV005,環境省,ナチュラルドッグスタイル,「犬について学ぼう！！～犬を介して命を感じる体験～」,,"ペット番組でおなじみの松本くんと一緒に、
実際に犬に触れながら、犬について正しく理解し、
動物の命や思いやりについて学びます！
・犬には感情があるの？
・犬の鼓動を感じてみよう！
・犬と人では時間のスピードが違う？
・犬から見た人の大きさって？
・どうしたら犬と仲良くなれるかな？

　　　　　　　　",,1,1,,,,1,,,,中央合同庁舎5号館19階第2・3会議室【イベント会場】,中央合同庁舎5号館,東京都千代田区霞が関1-2-2,35.673016,139.753087,30分,2017-08-02,2017-08-02,13:45,14:15,,,,,1,1,1,1,,,,40名程度,不要,,,"担当部署：環境省自然環境局総務課動物愛護管理室
郵便番号：100－8975
住所：東京都千代田区霞が関1-2-2中央合同庁舎5号館
代表電話：03-3581-3351（内線6657）
FAX：03-3508-9278
",無料,,,環境省自然環境局総務課動物愛護管理室,100-8975,東京都千代田区霞が関1-2-2中央合同庁舎5号館,03-3581-3351,03-3508-9278,6657,,,
